years_experience,salary
25.57,81029
3.66,31801
1.95,28682
6.95,38509
14.78,55196
28.26,95676
21.87,92158
16.92,72127
15.64,67474
20.8,82792
18.79,69359
10.09,45351
2.78,34846
6.03,38037
23.48,76255
19.03,75344
23.92,85444
1.33,30177
27.02,97201
11.47,57172
27.79,99799
17.84,70749
16.42,63111
24.54,78479
18.76,64334
20.24,75882
4.73,41480
18.13,75869
10.69,50197
2.27,32450
4.0,37980
14.39,64613
7.88,43732
22.96,65333
3.67,34517
0.41,32961
29.91,99528
9.39,46899
15.29,71989
6.3,44930
6.26,47541
12.07,63088
23.69,83957
1.17,23575
25.12,95980
29.71,89259
16.77,79322
10.8,50022
7.02,37372
5.49,31848
9.7,47772
25.55,88125
0.1,21176
23.58,85781
20.02,80942
0.57,28246
2.09,27937
22.05,79512
20.2,69964
9.4,43952
25.84,77902
6.3,34215
12.81,59199
3.45,39600
19.37,72453
2.61,33682
5.38,35958
22.99,80418
15.01,68940
19.86,79329
22.02,66967
18.2,61987
5.93,49863
20.95,79007
3.48,35677
8.09,47340
13.44,63887
3.43,35412
3.18,23260
19.57,77857
22.26,78688
11.12,53155
11.7,71376
6.23,44920
15.65,64458
17.41,74992
28.01,98817
1.22,24805
27.26,103817
29.72,90764
10.39,52968
21.77,76508
24.75,80666
19.53,65636
8.67,34454
18.69,81359
26.31,89958
3.21,28421
14.4,60727
0.68,34050
25.35,101372
23.35,81737
1.38,33065
22.37,82223
20.75,74883
3.79,41060
15.76,67203
20.68,78420
10.06,51182
15.12,60710
29.28,97089
19.07,74442
15.06,62797
1.98,38095
3.64,35437
25.52,97029
22.28,75677
25.05,82265
17.34,57043
17.28,68485
15.92,57073
22.05,86852
9.91,45271
14.9,58192
14.09,68153
19.85,77382
6.49,41332
0.75,28416
2.66,42968
5.38,39988
25.72,83027
21.51,76450
22.5,95274
13.33,56734
3.08,24400
13.96,58987
25.89,81013
15.27,61613
18.96,77128
11.23,54192
4.5,40520
18.8,78604
14.55,59652
10.37,48842
7.76,39536
20.88,78479
9.54,57261
17.28,58203
7.79,48648
22.6,82366
11.25,47152
14.35,54224
27.83,101281
21.55,79586
22.09,79129
10.18,50180
25.21,93717
11.57,46050
29.65,90441
26.88,80556
19.77,83589
24.94,87270
16.32,72840
21.99,83967
3.74,32538
29.66,103168
24.01,81265
4.27,34313
7.28,51419
17.25,68719
22.88,86391
4.47,39876
28.82,99139
10.38,50468
29.85,105866
22.58,72235
14.57,51155
10.88,43035
2.89,34353
2.64,33028
18.88,84123
23.21,73434
27.23,94700
10.95,55364
28.13,97846
8.91,44363
28.2,89939
27.57,75704
4.65,46100
25.82,83335
21.11,75755
21.07,80265
25.21,87212
16.1,56609
15.2,69928
11.01,49041
25.96,92157
27.03,89246
4.82,34479
23.17,87836
8.27,60358
5.52,44596
5.92,39334
17.2,82340
8.39,48139
7.27,45651
2.95,37105
9.74,54771
23.22,83014
0.65,31364
14.48,69364
18.08,70790
1.49,27280
8.82,43381
27.19,91058
29.83,99884
25.51,79364
5.09,39853
22.92,68822
13.53,60414
5.12,40303
14.43,60030
27.69,98308
26.32,80711
11.75,51486
1.9,19307
27.02,91039
29.59,102280
15.34,61916
6.76,43749
16.31,68625
20.89,71822
14.47,63340
10.58,60957
7.43,61131
8.91,40593
1.49,32018
7.65,41809
28.59,94539
0.24,15078
21.82,73768
23.67,74149
12.14,55530
17.86,67180
6.63,43207
20.04,73102
21.23,83799
22.04,90964
14.75,64680
29.11,95217
25.99,90149
17.17,59771
20.47,78716
8.24,37016
28.31,95228
19.35,72099
26.85,101434
8.66,54326
29.47,95070
3.16,32163
15.91,70188
3.31,37049
5.69,48749
22.92,84778
1.98,38291
11.48,50432
5.75,45828
25.51,97061
2.47,35118
10.1,44345
25.69,85037
20.61,86811
21.1,83724
29.74,94185
0.7,21436
19.94,81816
22.35,85925
22.45,78413
21.42,72588
2.17,26124
2.52,39063
23.18,85046
18.35,77410
7.88,47201
0.28,23200
16.0,56703
2.71,31423
22.45,77020
10.22,55822
24.22,81691
2.87,32041
14.82,58683
2.99,26251
23.41,84288
16.8,66544
7.04,38161
28.89,105009
20.46,68619
10.09,42665
25.66,83948
11.4,56586
28.27,99339
8.91,40932
29.53,96484
1.87,30876
22.04,84387
8.74,53667
12.72,60374
19.09,65210
1.37,31800
6.71,37778
3.12,36243
22.19,76952
6.64,37233
14.95,60938
9.86,51169
7.08,55455
28.06,111065
15.22,59884
19.51,85142
21.13,82107
24.63,92702
7.9,44257
2.36,43787
14.02,62776
5.1,42890
0.61,38069
27.59,100993
18.8,78913
12.43,54595
4.09,31456
22.84,82154
15.99,65958
5.23,34472
29.47,98743
28.52,96430
27.81,88551
24.8,101084
15.95,62998
9.01,50697
19.55,73799
4.54,41799
18.5,83331
1.98,28173
0.41,25560
21.47,78863
10.28,57765
20.92,75461
23.4,76423
25.06,95747
18.47,78365
25.4,85068
19.77,69829
27.82,100809
26.91,95631
1.3,23811
8.03,49979
11.66,58245
7.57,45153
5.31,40362
26.2,90463
0.75,26075
5.46,40145
22.81,92570
6.7,52187
7.75,51892
29.02,102226
22.88,80416
13.46,63119
4.09,38597
8.07,42773
29.43,96686
23.73,91626
2.1,28608
21.21,72139
11.28,57425
21.6,78950
8.86,50023
3.9,35222
0.59,15000
8.87,59982
25.81,96863
26.74,91764
20.5,75955
22.44,78261
5.84,43190
10.63,63564
26.98,102925
29.59,103301
13.29,64575
23.28,75858
28.0,91296
29.91,91736
8.87,43100
19.62,73766
11.7,64735
13.95,59080
13.86,61642
8.36,41173
0.57,25904
23.0,74627
20.88,71588
25.22,90952
4.6,36397
7.11,47383
17.88,71661
28.1,84502
14.15,65579
6.02,38239
17.84,70864
28.73,88215
26.04,84595
26.97,90288
12.32,64106
7.87,51408
26.12,94799
23.64,87141
25.54,100332
11.74,48038
8.58,51579
7.21,36680
26.12,95504
27.58,90697
11.01,59978
26.24,90779
11.44,54838
13.44,70963
16.99,73530
6.64,53919
8.02,39215
8.0,42761
7.8,35214
15.47,60211
3.02,29478
23.41,84469
5.24,49868
13.32,50141
19.25,70905
4.14,43767
12.28,58533
16.89,68064
16.51,72206
26.78,94203
23.55,81411
3.63,34852
25.0,81184
16.49,68500
20.34,77776
4.8,44882
14.16,66094
21.0,74119
23.92,89043
24.17,84924
6.51,35780
24.98,93121
17.05,70890
20.06,77123
25.55,80646
12.16,63728
27.59,91792
26.44,84557
24.23,74413
11.4,67146
15.85,60441
5.19,37701
22.78,80516
26.73,87270
4.83,43000
22.34,80269
20.83,81668
1.1,29154
27.51,97474
14.37,65529
8.08,41250
0.91,25055
23.46,87898
10.13,46928
15.4,61931
5.84,39548
18.21,77108
11.92,47146
24.2,83528
19.99,66769
21.65,72360
7.53,38143
1.92,38278
26.4,77687
28.07,96426
19.31,69571
27.65,84737
21.19,74004
18.17,69184
12.57,60786
10.67,48454
14.69,63934
6.67,46481
12.83,57396
15.23,70340
0.94,23689
11.81,63684
8.53,45587
19.02,71655
24.35,80333
18.43,66948
19.92,69551
18.42,72690
7.69,52867
11.29,52606
25.33,92299
28.38,94612
5.44,41769
0.32,32757
28.84,97977
25.79,93011
18.23,79574
24.51,87246
17.83,73706
27.14,90234
7.3,49852
13.32,61416
20.12,68877
6.47,41702
21.44,86463
7.87,53766
21.3,78697
24.13,79737
12.73,58729
29.7,89200
18.94,71047
22.7,77019
0.62,27325
3.38,34994
21.34,90204
28.29,83736
18.85,76806
27.39,95252
1.78,24847
26.75,93439
26.32,97137
18.87,77453
12.88,59475
21.15,86273
7.32,47424
20.03,69440
20.83,66287
16.2,69807
7.8,52247
0.06,15000
5.87,37057
25.01,83420
6.37,57304
2.23,32408
7.4,51646
15.58,56935
17.59,74411
26.31,89912
25.64,90866
29.06,91863
26.53,96889
13.51,67971
4.26,41045
28.67,102410
6.86,42563
18.66,76280
7.93,43043
24.5,92531
6.02,46015
12.62,66370
6.59,42682
25.82,105301
18.58,60842
18.92,78118
9.43,47256
5.29,43289
25.72,81868
22.94,77354
22.03,81421
29.91,106020
16.79,76927
5.36,42108
18.29,70594
8.62,55924
15.39,64260
13.78,52400
16.91,58213
27.64,90408
24.31,85737
12.45,56868
24.52,87852
25.82,90847
23.22,77251
16.54,76325
26.98,99316
14.76,74623
3.18,42123
8.16,45946
19.73,62664
11.37,63207
12.68,68883
12.07,44002
5.76,44383
2.81,31642
1.47,20954
20.18,65379
9.72,38258
13.71,54369
28.06,91275
18.8,66685
24.32,90299
22.87,86616
28.61,91822
2.0,32077
11.52,66088
28.49,100210
13.93,55251
28.43,98916
5.55,45164
1.81,35788
26.86,106818
12.34,59685
15.25,57092
28.09,97578
6.58,39677
29.05,109120
11.9,50809
7.42,39812
7.01,45587
15.55,73004
14.01,56038
26.58,89136
1.52,27987
1.32,35046
4.58,40505
18.17,75603
23.44,81118
14.4,68415
18.41,75284
19.28,72960
0.58,21990
7.39,42261
29.93,92640
9.92,46187
28.4,93134
14.77,63974
6.68,42519
0.07,35371
6.53,50577
9.65,54243
13.18,67210
13.42,48356
16.45,52506
14.22,64103
0.99,28121
8.01,40936
28.86,97828
0.82,29781
22.02,74707
14.29,56731
21.21,77461
9.98,40943
11.1,51486
15.5,55937
27.29,95732
9.85,47149
2.58,25698
1.15,27193
26.45,102680
9.41,53036
3.59,35781
17.89,78645
25.35,83531
17.99,74577
4.55,49417
12.17,54231
7.99,35939
0.5,29515
28.97,114428
13.78,59621
4.04,43064
26.55,77112
29.55,100398
24.48,80586
7.61,44070
5.72,40110
15.75,68104
17.5,75719
26.35,89480
29.02,101956
27.31,96829
10.26,60204
17.57,74258
3.72,27142
15.57,69189
2.12,28452
3.34,32493
3.66,37925
9.04,56485
9.29,52620
21.15,81976
2.28,44457
3.33,33495
19.69,69271
20.18,67371
21.31,66790
21.6,84070
19.89,73191
16.58,62377
22.24,73541
2.45,40149
6.35,29025
22.24,78720
5.78,42492
15.92,67200
7.81,57577
12.94,54040
25.03,79164
19.82,68652
13.36,64474
8.21,50900
24.15,92444
19.71,77360
13.2,56549
26.08,84470
20.77,69396
29.42,94821
19.93,77201
27.0,97133
16.51,81745
21.3,70924
25.27,94503
2.71,34240
14.23,59765
18.17,65823
1.73,38758
23.68,93320
21.47,82834
28.09,82827
11.16,62361
14.07,60984
27.36,97269
12.34,55038
25.03,88133
12.64,53584
10.13,51628
8.32,56160
6.4,43044
12.94,62579
4.85,41212
24.84,94268
29.23,96346
2.92,32073
1.64,26262
0.11,24515
27.96,91466
2.21,41601
20.41,69546
9.12,47937
5.95,42873
7.39,49017
20.69,74919
0.54,18174
25.94,90600
17.03,69851
7.07,42601
6.25,32235
19.64,69558
18.88,67494
9.54,50288
10.02,44560
13.9,56742
27.31,97112
16.15,63381
25.2,96754
19.23,65511
16.86,75148
14.69,64575
20.42,80135
14.75,56241
21.78,73854
5.46,49077
9.67,59121
26.2,89659
11.86,61444
25.29,87496
28.14,95152
17.35,74912
3.06,40497
22.71,76889
19.98,80541
8.72,48356
25.89,92751
14.48,72101
1.71,38578
2.04,21624
6.85,50365
18.29,68170
24.46,95002
2.97,35302
0.67,27992
18.68,67069
12.28,61675
13.25,57913
24.62,90008
27.57,99918
29.02,105202
23.37,91517
0.1,31761
4.52,39705
17.62,74634
28.66,101215
2.44,44880
15.45,67520
11.89,44469
12.2,52956
8.06,45269
8.12,49604
7.15,38918
3.09,36758
16.62,60048
13.38,67859
21.39,74401
19.2,73769
28.58,94164
10.19,51513
26.47,91513
11.54,54911
19.82,80487
24.15,84238
11.9,45552
13.38,53332
18.94,69511
3.32,30696
15.95,61092
2.85,36428
6.75,43846
18.69,55703
29.16,91778
29.98,102374
7.82,42689
4.39,33679
15.56,60610
13.24,57533
11.38,66517
23.05,85846
21.29,84937
16.85,72394
18.64,73189
17.46,57394
20.31,82902
27.83,95084
28.4,90084
29.38,87971
25.79,90024
3.14,23128
13.55,62708
23.45,81251
8.83,50427
18.2,69469
1.66,34968
6.11,33992
12.01,53198
2.11,32599
12.73,52729
6.9,40540
25.85,85335
9.56,52973
11.42,65780
24.06,79627
16.79,80446
1.5,34234
6.53,44461
18.33,67420
5.98,39853
7.45,36558
18.69,72333
14.84,66110
8.07,41956
16.78,67650
19.01,63343
1.18,27914
8.22,46792
9.23,52987
26.36,89741
1.54,24944
10.41,54143
5.84,40626
20.85,81617
24.34,84142
1.72,32997
25.9,84614
20.88,75091
6.51,40599
27.47,93154
8.79,54105
23.65,79256
2.25,35914
13.68,61957
15.17,58184
26.9,94485
25.1,92978
16.39,58364
1.55,29067
12.9,49982
11.26,43373
29.86,95479
20.42,76019
12.15,59593
10.94,45695
23.03,81964
2.87,38913
24.51,91750
20.13,82060
13.06,57895
21.31,82398
11.93,54116
4.3,39366
12.51,66908
1.54,37978
2.61,43956
13.17,69243
24.75,79229
6.11,34972
15.02,53746
29.37,94572
24.82,83156
27.06,86960
20.25,59546
17.67,72046
17.46,59538
18.04,67661
13.95,56661
10.82,51097
7.16,35530
1.96,27100
11.07,64323
23.1,86903
16.58,53963
4.92,47221
24.43,82070
1.24,26395
27.93,90312
19.55,77180
16.68,57630
12.38,51956
24.75,94138
0.2,32605
0.48,34762
15.61,65314
8.91,52704
12.05,60391
16.1,68448
1.31,27949
29.49,108522
20.33,68714
2.97,38786
22.16,76978
15.99,68910
20.61,67484
22.13,76302
29.74,91849
3.55,25389
29.89,98235
14.31,57861
6.03,41483
11.21,65838
10.93,67174
26.86,89609
15.73,67141
2.0,34687
21.45,74833
14.93,65270
24.44,84665
1.39,25872
25.95,85448
26.79,89651
0.25,26061
14.31,71731
3.65,36237
15.88,69162
2.68,35740
26.61,101795
5.51,43762
20.05,66005
19.61,65642
9.62,50608
6.43,47634
27.46,91345
1.19,27825
7.62,51194
9.8,55402
17.53,67485
11.08,55369
3.34,33226
17.11,80694
21.72,61411
21.14,83382
14.69,61280
9.21,54444
0.31,26708
15.98,58599
18.86,68322
13.24,56149
28.78,98340
6.07,34126
24.42,91973
21.56,83906
26.98,86906
27.74,95743
7.1,44882
27.65,99410
12.1,74912
20.37,79029
28.59,100353
17.86,77772
17.49,63412
2.13,26363
17.9,74569
7.23,33074
11.65,57470
11.34,54849
29.2,97462
19.13,70329
21.75,76027
5.18,43030
9.13,49878
26.32,94590
3.61,40984
28.59,93834
12.82,49181
11.7,58007
15.44,70126
13.3,56059
14.12,62244
12.72,56379
21.05,73677
8.29,46822
4.99,31777
13.04,51824
2.65,37576
13.42,53591
14.83,63233
23.53,87239
3.27,30581
11.91,50282
23.42,84783
10.15,57514
25.09,76963
21.55,75760
1.25,33574
11.56,59365
22.99,81894
15.8,66563
20.19,62764
29.7,102987
20.26,67582
16.38,61338
25.38,80691
12.91,62977
0.31,27078
8.17,53865
17.84,64906
28.45,104203
18.21,69603
8.51,48896
29.8,105580
12.0,64249
6.83,51271
16.59,53361
10.32,55400
3.35,34045
21.38,72677
20.74,82086
29.17,86807
4.11,40691
27.32,92219
23.92,72112
7.59,52039
14.38,68024
18.9,74145
9.45,45381
3.23,31283
25.11,90709
4.94,29215
14.72,68432
13.13,60405
27.09,94496
16.77,69068
12.73,48621
29.3,92754
10.58,53626
21.79,91383
7.02,39052
22.72,78835
22.54,83685
24.84,82764
14.54,66349
6.66,41266
18.96,77235
27.31,91032
9.29,46229
0.6,37083
5.55,47264
27.99,86394
0.18,24585
1.62,32383
2.95,22703
26.76,101886
11.5,44833
20.75,73294
21.18,79554
13.02,61231
21.97,90013
13.84,60615
16.26,57719
9.2,42100
0.06,24341
17.8,63500
7.97,57642
8.25,39376
26.36,86533
10.86,50109
3.07,27888
18.91,65548
16.15,76925
1.73,35860
10.47,40681
18.34,69848
8.39,42647
29.58,95494
23.97,87558
15.13,59454
27.47,93284
1.04,25462
6.74,44481
27.44,93842
15.26,48548
5.11,41460
17.1,59799
21.91,88610
18.1,72520
1.38,31869
1.1,25066
12.21,60956
0.49,26106
2.52,30768
19.28,72199
13.15,60741
2.57,31424
26.29,94091
11.05,58060
26.5,85174
18.28,80137
18.63,65134
12.72,46175
20.16,80662
7.31,45139
7.72,49521
26.25,100902
6.11,42082
11.58,59942
22.34,81907
9.9,49698
10.98,44149
27.28,97070
6.19,44752
7.24,44922
26.6,99157
8.26,47881
9.92,62059
26.46,90281
9.63,44471
29.91,97936
24.64,80428
25.4,80031
6.77,33556
6.51,47058
22.58,85311
24.8,88355
6.74,38814
6.18,41836
7.31,47552
4.13,50500
12.64,59633
15.09,68312
18.84,66914
1.66,20873
5.77,37658
3.51,33214
8.1,47477
5.57,45877
28.09,108734
11.2,56790
4.17,33596
19.99,76419
29.19,93180
23.83,85328
19.45,76723
11.34,53124
12.1,49017
9.06,55051
24.19,86255
24.1,91168
14.68,60459
25.86,85609
19.57,68411
20.57,80426
8.06,40028
7.25,44264
6.83,38450
27.38,92018
24.01,95980
26.98,96476
24.68,81175
24.15,81687
13.08,56443
22.97,83797
5.0,39611
19.67,82206
1.28,23471
28.97,93693
26.38,93056
4.95,41426
23.06,86058
24.71,84692
1.26,30048
16.98,78419
12.6,58569
18.56,84574
26.59,88861
21.69,84047
6.33,41129
16.64,78872
16.85,77068
0.34,31792
3.96,31489
10.78,54273
5.34,45971
7.12,36366
20.28,68104
28.84,96226
13.74,62593
19.38,73093
22.84,78336
20.19,73856
19.71,72750
0.04,32221
26.1,92060
4.84,54064
5.41,42633
15.29,63897
17.61,65294
22.67,80261
8.79,47290
28.36,92002
18.85,72740
25.32,81635
14.31,64468
2.13,28475
0.36,23888
19.21,70933
12.78,53124
13.21,56431
9.78,47872
5.35,46528
14.21,60791
7.64,42971
26.78,96846
5.36,41912
29.03,108302
25.81,88373
11.51,54484
23.19,87884
17.42,68367
13.98,56873
24.36,88206
24.92,79169
6.05,47113
27.18,93560
0.96,19877
0.17,29190
14.51,60629
9.04,44250
12.68,70299
14.37,68690
14.05,68877
27.24,95691
27.55,96433
10.39,50509
8.63,51662
19.62,75098
5.95,39431
12.01,56833
21.54,82267
0.17,29632
23.15,85636
22.02,87860
11.62,63560
7.44,47516
16.2,65110
8.87,57594
24.63,95070
17.72,63858
9.2,57675
24.23,90296
18.23,76341
3.96,31168
12.42,62156
14.69,64517
28.34,88986
9.62,52425
13.46,57284
29.3,94491
12.78,57562
24.81,93766
2.91,36770
11.81,55183
5.51,40467
26.52,87108
16.58,64502
6.56,38660
2.77,28985
12.63,62288
2.89,36882
14.56,72874
21.86,90248
9.31,53498
5.02,30533
10.85,53572
4.98,49974
25.32,86342
2.88,34489
22.23,76520
10.02,43474
21.85,75328
23.13,89786
4.05,43246
22.7,82977
28.37,95240
17.01,73658
19.35,75262
9.68,53696
5.23,49540
22.33,82734
24.61,92536
6.18,44016
3.4,47190
10.57,51456
18.78,83990
10.95,63720
28.92,102495
23.74,93493
27.49,95406
17.99,65660
22.67,89791
28.53,98718
1.07,39779
17.25,73071
5.61,43025
23.85,83435
6.98,43352
22.25,80388
9.98,47375
19.55,75016
20.37,68549
27.26,91949
26.17,92392
13.13,63697
20.67,82311
5.47,41212
2.94,39464
21.42,71697
27.21,90977
22.4,91158
15.5,60175
18.89,67546
21.9,85536
17.08,75016
10.89,54407
25.52,96678
11.08,47401
27.11,105189
23.98,90648
23.79,80115
25.01,90140
29.6,104653
29.7,79670
15.04,60577
11.32,62647
22.0,77222
29.04,90014
18.9,85226
0.77,24300
1.16,33923
13.92,59045
23.63,95326
26.62,98309
11.25,53498
15.52,56429
15.39,71273
2.84,35365
0.03,33312
15.71,56273
15.13,54446
25.91,95982
5.45,34002
25.58,95922
8.14,37111
16.18,67130
21.21,79229
4.36,29086
28.39,98703
28.74,100329
29.1,95646
0.07,15550
19.3,74812
20.13,67027
26.4,91218
6.04,45422
3.72,43974
24.28,96126
7.85,39366
1.98,29762
2.76,38417
19.36,65331
16.08,69837
22.44,75792
24.21,83010
0.08,25513
27.99,95206
26.39,92255
27.99,99591
23.06,80636
11.51,59840
7.44,41227
27.37,91540
12.61,59656
14.64,61270
20.95,80373
20.65,71926
20.8,71075
18.71,65833
15.26,55621
23.01,86338
11.87,53798
7.87,54811
27.27,94694
25.38,92329
21.54,79921
5.05,38905
1.37,32332
27.67,97137
28.29,90041
8.17,61565
18.88,74170
0.55,22025
11.81,67757
21.12,85819
10.83,50792
24.21,82839
27.38,94401
4.12,44846
20.65,72832
11.28,65709
5.23,30839
10.48,52719
14.45,67114
26.88,90723
22.96,76770
0.16,25748
1.69,26686
29.82,96539
16.7,62364
18.31,76475
10.58,50857
24.94,87675
16.71,54121
17.78,69297
7.49,32648
23.3,80564
6.43,38807
4.12,31281
17.92,69841
24.97,75646
8.79,50763
9.06,53641
4.48,37927
18.1,66130
23.12,85951
3.77,33401
16.06,60818
16.19,59883
3.2,35149
15.91,72193
8.16,35988
5.97,49619
29.57,95936
2.71,33850
10.3,48713
18.56,77498
12.14,52651
0.54,27876
25.99,87566
7.18,43245
12.36,48684
27.26,78103
29.09,86916
27.44,92488
12.33,46886
22.32,88500
25.45,86051
5.92,41170
29.08,99919
3.04,35451
19.73,80872
7.17,35454
6.45,40921
4.12,32479
28.26,98448
3.85,42098
27.37,91373
4.97,44340
9.88,46321
6.34,44657
29.64,97389
2.79,24291
25.84,93653
9.01,48847
28.57,91230
22.51,81021
7.92,54922
15.3,74249
4.83,43853
12.22,54315
0.79,27918
20.45,69692
17.8,65730
8.15,52814
0.4,30293
28.17,87533
3.75,35751
9.83,43615
0.76,29628
11.5,56653
12.05,59089
16.01,71362
9.71,49361
7.49,38127
23.57,79157
8.37,55150
9.96,38937
14.73,55623
8.21,42106
21.8,83766
2.52,24180
9.69,51205
12.63,56513
7.74,44975
25.2,99999
10.62,54413
12.62,59747
14.06,58358
24.91,79384
6.56,49791
24.86,76523
28.45,93729
7.98,41516
5.08,39589
23.66,92157
9.39,55421
6.82,48359
2.34,37889
18.41,69150
28.11,96467
26.44,84367
17.66,67482
13.16,66690
